investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV001974,2024-07-29,125497,Redemption,20741,Tamil Nadu,Chennai,T30,56+,Male,64.3,Cheque,Verified
INV004133,2024-07-29,102885,Lumpsum,194770,Maharashtra,Nashik,B30,36-45,Male,41.6,UPI,Verified
INV004446,2024-07-30,119120,Redemption,405652,West Bengal,Kolkata,T30,26-35,Male,14.8,Cheque,Verified
INV004270,2024-07-30,120841,Lumpsum,232266,Rajasthan,Udaipur,B30,18-25,Male,5.7,Mandate,Verified
INV004653,2024-07-30,102885,Redemption,326390,Rajasthan,Jaipur,T30,46-55,Female,32.2,Cheque,Verified
INV001895,2024-07-30,120843,Redemption,49898,Gujarat,Ahmedabad,T30,36-45,Male,56.4,Net Banking,Pending
INV004992,2024-07-30,118635,Lumpsum,36170,Rajasthan,Udaipur,B30,26-35,Male,11.1,Cheque,Verified
INV002167,2024-07-30,119599,Redemption,282994,Rajasthan,Jaipur,T30,26-35,Female,8.7,Cheque,Verified
INV000171,2024-07-30,118633,Redemption,351646,Delhi,Noida,T30,18-25,Female,6.2,Cheque,Verified
INV004959,2024-07-30,120842,Redemption,266846,Delhi,New Delhi,T30,18-25,Female,5.8,Mandate,Pending
INV000525,2024-07-30,119551,Redemption,31938,Gujarat,Ahmedabad,T30,56+,Female,12.6,Mandate,Verified
INV003757,2024-07-30,118632,Lumpsum,391346,Uttar Pradesh,Agra,B30,18-25,Male,3.7,Net Banking,Verified
INV004666,2024-07-30,119094,Lumpsum,511835,Rajasthan,Jaipur,T30,26-35,Male,24.1,UPI,Verified
INV000997,2024-07-30,148567,Redemption,332949,Rajasthan,Udaipur,B30,26-35,Male,17.8,Net Banking,Verified
INV003718,2024-07-30,149322,Lumpsum,57406,Telangana,Hyderabad,T30,46-55,Male,65.3,Cheque,Verified
INV000064,2024-07-30,149324,Lumpsum,473247,Uttar Pradesh,Kanpur,B30,18-25,Female,3.5,Cheque,Pending
INV001233,2024-07-30,100033,Lumpsum,403380,Telangana,Hyderabad,T30,26-35,Male,11.7,Net Banking,Verified
INV003448,2024-07-30,149322,Lumpsum,165812,Rajasthan,Udaipur,B30,26-35,Male,16.4,Mandate,Verified
INV003476,2024-07-30,148569,Redemption,16348,Punjab,Chandigarh,T30,18-25,Male,5.1,UPI,Verified
INV000587,2024-07-30,119120,Lumpsum,98188,Punjab,Chandigarh,T30,26-35,Male,15.5,UPI,Verified
INV004329,2024-07-30,102887,Lumpsum,191472,Haryana,Gurugram,T30,18-25,Female,7.5,Cheque,Pending
INV002419,2024-07-30,148567,Redemption,77352,Madhya Pradesh,Bhopal,B30,36-45,Male,58.7,Cheque,Verified
INV002578,2024-07-30,102886,Lumpsum,373643,Telangana,Hyderabad,T30,26-35,Male,20.9,UPI,Verified
INV001088,2024-07-30,119095,Redemption,346831,Tamil Nadu,Coimbatore,B30,26-35,Male,15.3,UPI,Verified
INV004482,2024-07-30,120504,Lumpsum,285416,Uttar Pradesh,Kanpur,B30,18-25,Female,6.8,Cheque,Verified
INV001304,2024-07-30,149324,Redemption,90885,Gujarat,Ahmedabad,T30,26-35,Male,21.8,Net Banking,Verified
INV002283,2024-07-30,120842,Redemption,189361,Karnataka,Bangalore,T30,26-35,Female,14.5,UPI,Verified
INV001824,2024-07-30,118635,Lumpsum,425754,Tamil Nadu,Coimbatore,B30,26-35,Female,8.9,Net Banking,Verified
INV002109,2024-07-31,149323,Lumpsum,388255,Tamil Nadu,Coimbatore,B30,26-35,Male,14.4,Net Banking,Verified
INV001725,2024-07-31,148567,Lumpsum,7924,Tamil Nadu,Coimbatore,B30,36-45,Male,30.0,Cheque,Verified
INV003223,2024-07-31,102887,Redemption,406674,Tamil Nadu,Coimbatore,B30,26-35,Male,15.4,Net Banking,Pending
INV000259,2024-07-31,119093,Lumpsum,330114,Tamil Nadu,Coimbatore,B30,36-45,Male,17.2,Cheque,Verified
INV002081,2024-07-31,101207,Lumpsum,373835,Telangana,Hyderabad,T30,26-35,Male,14.2,Net Banking,Verified
INV004764,2024-07-31,102886,Lumpsum,66934,Punjab,Amritsar,B30,46-55,Female,79.4,UPI,Verified
INV000845,2024-07-31,120507,Lumpsum,416427,Uttar Pradesh,Kanpur,B30,36-45,Male,17.5,UPI,Verified
INV002363,2024-07-31,102887,Lumpsum,278742,Punjab,Chandigarh,T30,26-35,Male,12.7,Net Banking,Pending
INV001541,2024-07-31,125497,Lumpsum,298338,Delhi,New Delhi,T30,26-35,Male,12.4,Net Banking,Pending
INV002708,2024-07-31,120504,Lumpsum,402085,Karnataka,Mysore,B30,26-35,Male,14.0,Mandate,Verified
INV004716,2024-07-31,119120,Redemption,415034,Telangana,Hyderabad,T30,18-25,Male,5.4,Cheque,Verified
INV003009,2024-07-31,100033,Redemption,140175,Karnataka,Bangalore,T30,26-35,Male,20.1,Cheque,Verified
INV004302,2024-07-31,148569,Lumpsum,505101,Karnataka,Mysore,B30,46-55,Male,63.4,Net Banking,Verified
INV004332,2024-07-31,118632,Lumpsum,250702,Haryana,Faridabad,B30,36-45,Female,52.1,Net Banking,Verified
INV003888,2024-07-31,119093,Lumpsum,110627,Telangana,Hyderabad,T30,56+,Female,8.6,Cheque,Verified
INV000315,2024-07-31,100033,Lumpsum,233132,Telangana,Hyderabad,T30,18-25,Male,3.2,UPI,Verified
INV004445,2024-07-31,119092,Lumpsum,523654,Delhi,Noida,T30,36-45,Male,25.7,Net Banking,Verified
INV003611,2024-07-31,120842,Redemption,184980,Uttar Pradesh,Kanpur,B30,18-25,Male,4.8,Mandate,Verified
INV003989,2024-07-31,120841,Redemption,261287,Maharashtra,Nashik,B30,26-35,Male,24.6,Mandate,Pending
INV002574,2024-07-31,120506,Lumpsum,187873,Maharashtra,Nashik,B30,26-35,Male,11.1,Net Banking,Verified
INV002179,2024-07-31,149322,Lumpsum,258167,Haryana,Gurugram,T30,26-35,Female,12.0,UPI,Verified
INV002488,2024-07-31,118635,Lumpsum,300181,Delhi,Gurugram,T30,26-35,Male,12.2,Cheque,Verified
INV003358,2024-07-31,120842,Redemption,69191,Punjab,Amritsar,B30,26-35,Male,19.7,Net Banking,Verified
INV004087,2024-07-31,120504,Lumpsum,92644,Uttar Pradesh,Lucknow,T30,18-25,Male,5.5,UPI,Verified
INV002104,2024-07-31,102886,Lumpsum,55548,Maharashtra,Mumbai,T30,26-35,Female,15.0,Mandate,Verified
INV004527,2024-07-31,102886,Lumpsum,476692,West Bengal,Kolkata,T30,36-45,Male,39.6,UPI,Verified
INV003141,2024-08-01,118636,Redemption,308409,Maharashtra,Pune,T30,36-45,Female,40.1,Net Banking,Verified
INV003480,2024-08-01,100016,Redemption,105834,Madhya Pradesh,Bhopal,B30,26-35,Male,24.4,Mandate,Verified
INV003957,2024-08-01,101206,Lumpsum,151528,Delhi,Noida,T30,36-45,Male,30.9,Mandate,Pending
INV002765,2024-08-01,100025,Redemption,453517,Uttar Pradesh,Lucknow,T30,36-45,Male,57.6,Net Banking,Verified
INV002324,2024-08-01,101208,Lumpsum,168441,Karnataka,Bangalore,T30,26-35,Male,16.2,UPI,Verified
INV002912,2024-08-01,102885,Lumpsum,207585,Maharashtra,Mumbai,T30,26-35,Female,23.6,Net Banking,Verified
INV003518,2024-08-01,120504,Redemption,382713,Madhya Pradesh,Bhopal,B30,26-35,Male,6.7,Cheque,Verified
INV001204,2024-08-01,101207,Redemption,86460,Delhi,New Delhi,T30,36-45,Male,15.3,UPI,Verified
INV004722,2024-08-01,120503,Lumpsum,62597,Haryana,Faridabad,B30,36-45,Female,29.7,UPI,Verified
INV000661,2024-08-01,118634,Redemption,79341,Haryana,Faridabad,B30,36-45,Male,46.8,Cheque,Verified
INV000665,2024-08-01,120507,Lumpsum,332704,Rajasthan,Udaipur,B30,26-35,Female,6.6,Mandate,Verified
INV000941,2024-08-01,119120,Lumpsum,251897,Rajasthan,Udaipur,B30,26-35,Male,7.2,Cheque,Verified
INV003068,2024-08-01,125498,Redemption,249363,Delhi,New Delhi,T30,26-35,Male,11.6,Cheque,Verified
INV000873,2024-08-01,120843,Lumpsum,283102,Uttar Pradesh,Lucknow,T30,26-35,Male,8.9,Net Banking,Verified
INV003780,2024-08-01,102886,Lumpsum,384637,Haryana,Faridabad,B30,26-35,Male,10.1,Cheque,Verified
INV004922,2024-08-01,119552,Lumpsum,225993,Haryana,Gurugram,T30,56+,Male,28.2,Mandate,Verified
INV000406,2024-08-01,119551,Redemption,162928,Rajasthan,Jaipur,T30,26-35,Male,20.8,Net Banking,Verified
INV003381,2024-08-01,120504,Redemption,503221,Madhya Pradesh,Indore,T30,36-45,Female,12.1,Cheque,Verified
INV002558,2024-08-01,118636,Redemption,139579,Haryana,Faridabad,B30,26-35,Female,9.1,Cheque,Verified
INV004738,2024-08-01,149324,Lumpsum,107978,Uttar Pradesh,Kanpur,B30,56+,Female,52.6,UPI,Verified
INV004680,2024-08-01,148569,Redemption,277131,Punjab,Chandigarh,T30,36-45,Male,26.8,UPI,Pending
INV000777,2024-08-01,118636,Lumpsum,249337,Uttar Pradesh,Lucknow,T30,26-35,Male,15.7,Cheque,Verified
INV004623,2024-08-01,120506,Redemption,45694,Madhya Pradesh,Indore,T30,46-55,Female,44.9,UPI,Verified
INV004087,2024-08-01,119120,Redemption,15051,Uttar Pradesh,Lucknow,T30,18-25,Male,5.5,Net Banking,Verified
INV003819,2024-08-01,148567,Redemption,240243,Haryana,Gurugram,T30,26-35,Male,19.0,UPI,Pending
INV004915,2024-08-01,102887,Lumpsum,455005,Uttar Pradesh,Kanpur,B30,26-35,Male,9.6,Net Banking,Verified
INV003496,2024-08-01,102886,Lumpsum,48365,Telangana,Hyderabad,T30,26-35,Male,14.9,Net Banking,Verified
INV002970,2024-08-02,119094,Lumpsum,268722,Telangana,Hyderabad,T30,26-35,Female,12.4,Cheque,Verified
INV000233,2024-08-02,125498,Lumpsum,330037,Madhya Pradesh,Indore,T30,46-55,Male,16.3,Mandate,Verified
INV002823,2024-08-02,119094,Lumpsum,389848,Telangana,Hyderabad,T30,26-35,Male,21.5,Mandate,Verified
INV004145,2024-08-02,120503,Lumpsum,365317,Gujarat,Surat,T30,18-25,Male,4.9,Net Banking,Verified
INV001158,2024-08-02,120506,Lumpsum,283390,Karnataka,Mysore,B30,18-25,Male,6.4,Cheque,Verified
INV003420,2024-08-02,100025,Redemption,49679,Haryana,Faridabad,B30,36-45,Male,47.2,Mandate,Verified
INV000984,2024-08-02,149323,Lumpsum,323590,Telangana,Hyderabad,T30,26-35,Male,20.9,Net Banking,Verified
INV002453,2024-08-02,102887,Lumpsum,368772,Gujarat,Surat,T30,26-35,Female,16.1,UPI,Verified
INV002642,2024-08-02,101208,Lumpsum,467784,Haryana,Gurugram,T30,46-55,Female,48.8,Mandate,Verified
INV003343,2024-08-02,119095,Lumpsum,151663,Telangana,Hyderabad,T30,36-45,Male,26.0,Cheque,Verified
INV000662,2024-08-02,148569,Redemption,31821,Gujarat,Surat,T30,36-45,Female,20.1,Net Banking,Verified
INV001517,2024-08-02,100025,Redemption,8451,Karnataka,Mysore,B30,36-45,Female,23.5,Cheque,Verified
INV001316,2024-08-02,119120,Redemption,459440,Punjab,Chandigarh,T30,18-25,Male,7.3,Cheque,Verified
INV001859,2024-08-02,102885,Redemption,253824,Maharashtra,Nashik,B30,36-45,Male,32.2,Mandate,Verified
INV001328,2024-08-02,120842,Redemption,468333,Uttar Pradesh,Lucknow,T30,26-35,Male,7.4,Net Banking,Pending
INV004553,2024-08-02,102885,Redemption,199198,Tamil Nadu,Coimbatore,B30,26-35,Male,13.7,Cheque,Verified
INV002397,2024-08-02,119599,Redemption,271637,Tamil Nadu,Coimbatore,B30,26-35,Male,20.2,Mandate,Verified
INV001991,2024-08-02,120841,Redemption,269053,West Bengal,Kolkata,T30,26-35,Male,13.9,Mandate,Verified
INV003294,2024-08-02,119092,Lumpsum,212831,Madhya Pradesh,Bhopal,B30,26-35,Female,11.1,Mandate,Verified
INV002109,2024-08-02,149324,Redemption,349151,Tamil Nadu,Coimbatore,B30,26-35,Male,14.4,Cheque,Verified
INV004321,2024-08-02,119092,Redemption,284026,West Bengal,Kolkata,T30,26-35,Male,16.0,Cheque,Verified
INV000444,2024-08-02,119094,Lumpsum,185491,Maharashtra,Pune,T30,36-45,Female,42.1,UPI,Verified
INV000130,2024-08-02,119094,Redemption,243131,Madhya Pradesh,Indore,T30,56+,Female,69.4,UPI,Pending
INV004452,2024-08-02,149323,Lumpsum,93143,Rajasthan,Udaipur,B30,26-35,Male,17.6,Mandate,Pending
INV002761,2024-08-02,148568,Lumpsum,106939,Rajasthan,Jaipur,T30,26-35,Male,14.9,Mandate,Verified
INV003406,2024-08-03,120843,Lumpsum,24773,Madhya Pradesh,Bhopal,B30,26-35,Male,21.2,UPI,Verified
INV003694,2024-08-03,149322,Lumpsum,256228,Madhya Pradesh,Bhopal,B30,26-35,Female,24.1,Cheque,Verified
INV004841,2024-08-03,119552,Redemption,429652,West Bengal,Kolkata,T30,26-35,Male,21.4,Net Banking,Verified
INV000174,2024-08-03,148568,Redemption,468381,Karnataka,Bangalore,T30,36-45,Male,58.1,Net Banking,Verified
INV001543,2024-08-03,119551,Redemption,272228,Delhi,New Delhi,T30,26-35,Male,21.1,UPI,Verified
INV002883,2024-08-03,125498,Lumpsum,87325,West Bengal,Kolkata,T30,26-35,Female,12.5,UPI,Verified
INV004639,2024-08-03,119120,Redemption,424260,Rajasthan,Jaipur,T30,18-25,Female,6.0,UPI,Verified
INV003205,2024-08-03,101208,Lumpsum,439818,Punjab,Chandigarh,T30,26-35,Female,16.1,Cheque,Verified
INV001246,2024-08-03,118633,Redemption,449900,Rajasthan,Jaipur,T30,46-55,Male,51.2,Mandate,Verified
INV003179,2024-08-03,119552,Lumpsum,118338,Rajasthan,Jaipur,T30,36-45,Male,53.3,Net Banking,Verified
INV000204,2024-08-03,120841,Lumpsum,65403,Punjab,Chandigarh,T30,36-45,Male,17.7,Cheque,Verified
INV004442,2024-08-03,118634,Redemption,423686,Haryana,Faridabad,B30,18-25,Male,5.8,Net Banking,Verified
INV004066,2024-08-03,149324,Redemption,537763,Gujarat,Surat,T30,46-55,Male,30.8,Net Banking,Verified
INV001067,2024-08-03,148569,Lumpsum,309542,Haryana,Gurugram,T30,26-35,Male,16.6,Mandate,Verified
INV002775,2024-08-03,119552,Redemption,368479,Haryana,Faridabad,B30,18-25,Female,5.9,UPI,Verified
INV002520,2024-08-03,119095,Lumpsum,390703,Tamil Nadu,Chennai,T30,36-45,Male,48.9,Net Banking,Pending
INV003299,2024-08-03,100033,Lumpsum,336415,Gujarat,Ahmedabad,T30,18-25,Male,5.2,Cheque,Verified
INV002262,2024-08-03,102885,Redemption,292906,Rajasthan,Udaipur,B30,26-35,Male,8.2,Net Banking,Verified
INV003266,2024-08-03,120506,Lumpsum,217446,Maharashtra,Nashik,B30,26-35,Male,6.8,Mandate,Verified
INV004421,2024-08-03,118633,Lumpsum,126852,Punjab,Amritsar,B30,26-35,Male,20.5,Cheque,Verified
INV000599,2024-08-03,120505,Lumpsum,353543,Gujarat,Ahmedabad,T30,36-45,Male,24.0,Mandate,Verified
INV002666,2024-08-03,100025,Lumpsum,223243,Madhya Pradesh,Bhopal,B30,46-55,Female,93.7,Cheque,Pending
INV004130,2024-08-03,148568,Lumpsum,355616,Punjab,Amritsar,B30,36-45,Male,57.9,Mandate,Verified
INV000678,2024-08-03,119551,Lumpsum,317379,Gujarat,Surat,T30,26-35,Male,19.1,Cheque,Verified
INV003486,2024-08-03,120843,Redemption,86546,Gujarat,Surat,T30,36-45,Female,13.3,UPI,Verified
INV001778,2024-08-03,119120,Lumpsum,402245,Maharashtra,Mumbai,T30,26-35,Male,9.7,UPI,Verified
INV003726,2024-08-03,118633,Redemption,361005,Tamil Nadu,Coimbatore,B30,26-35,Male,24.1,Net Banking,Verified
INV004885,2024-08-04,148568,Lumpsum,476042,Punjab,Amritsar,B30,26-35,Male,11.7,Cheque,Verified
INV002298,2024-08-04,120503,Lumpsum,131877,Maharashtra,Nashik,B30,56+,Male,45.3,Net Banking,Verified
INV003962,2024-08-04,148568,Redemption,512163,Haryana,Gurugram,T30,26-35,Male,20.4,UPI,Verified
INV003686,2024-08-04,100025,Redemption,150766,Gujarat,Surat,T30,18-25,Male,3.8,Cheque,Verified
INV003201,2024-08-04,120842,Redemption,58431,Rajasthan,Jaipur,T30,36-45,Female,12.2,Mandate,Verified
INV000940,2024-08-04,119095,Lumpsum,524225,Telangana,Hyderabad,T30,36-45,Female,35.7,Net Banking,Verified
INV001413,2024-08-04,100025,Lumpsum,452205,Karnataka,Bangalore,T30,36-45,Male,41.8,Net Banking,Verified
INV002002,2024-08-04,100033,Redemption,357911,Gujarat,Ahmedabad,T30,36-45,Female,28.4,Cheque,Verified
INV002954,2024-08-04,102887,Redemption,215099,Delhi,New Delhi,T30,26-35,Female,6.0,Mandate,Verified
INV004450,2024-08-04,119599,Lumpsum,188708,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,UPI,Verified
INV003341,2024-08-04,102886,Lumpsum,398183,Rajasthan,Jaipur,T30,26-35,Male,23.0,Cheque,Verified
INV001756,2024-08-04,102886,Lumpsum,511289,Tamil Nadu,Coimbatore,B30,26-35,Female,8.9,Net Banking,Verified
INV003896,2024-08-04,149322,Lumpsum,266193,Haryana,Faridabad,B30,56+,Female,14.3,UPI,Verified
INV002640,2024-08-04,119092,Lumpsum,46964,Haryana,Faridabad,B30,56+,Female,50.5,Cheque,Verified
INV001456,2024-08-04,149322,Lumpsum,111372,Punjab,Chandigarh,T30,36-45,Male,36.3,Cheque,Verified
INV004738,2024-08-04,148567,Redemption,306402,Uttar Pradesh,Kanpur,B30,56+,Female,52.6,Cheque,Verified
INV001836,2024-08-04,119599,Lumpsum,374891,Uttar Pradesh,Agra,B30,26-35,Male,17.4,UPI,Pending
INV004826,2024-08-04,119551,Lumpsum,131707,Tamil Nadu,Coimbatore,B30,26-35,Male,14.7,Cheque,Verified
INV002260,2024-08-04,148569,Redemption,14462,Telangana,Hyderabad,T30,26-35,Female,10.1,Cheque,Verified
INV002848,2024-08-04,120506,Redemption,415896,West Bengal,Kolkata,T30,46-55,Male,70.2,UPI,Verified
INV004742,2024-08-04,100025,Redemption,25995,Punjab,Chandigarh,T30,26-35,Male,16.2,Net Banking,Verified
INV000719,2024-08-04,119552,Lumpsum,68349,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Cheque,Verified
INV004350,2024-08-05,148567,Lumpsum,129500,Delhi,Noida,T30,36-45,Male,13.0,Mandate,Verified
INV001706,2024-08-05,119598,Redemption,260625,West Bengal,Kolkata,T30,26-35,Male,14.2,UPI,Verified
INV001581,2024-08-05,100033,Redemption,205596,Madhya Pradesh,Indore,T30,18-25,Female,5.7,UPI,Verified
INV000554,2024-08-05,118635,Lumpsum,264454,Delhi,Noida,T30,36-45,Male,12.3,UPI,Verified
INV003607,2024-08-05,149324,Lumpsum,36092,Delhi,Gurugram,T30,18-25,Male,4.7,Net Banking,Verified
INV002969,2024-08-05,101207,Redemption,279160,Karnataka,Bangalore,T30,26-35,Male,15.4,Cheque,Verified
INV001652,2024-08-05,120503,Lumpsum,439965,Tamil Nadu,Chennai,T30,26-35,Female,12.7,Net Banking,Verified
INV003593,2024-08-05,119092,Redemption,403695,Karnataka,Bangalore,T30,26-35,Female,21.6,Cheque,Verified
INV004433,2024-08-05,119093,Lumpsum,243394,Maharashtra,Mumbai,T30,26-35,Female,19.8,UPI,Verified
INV001579,2024-08-05,100033,Lumpsum,396293,Karnataka,Bangalore,T30,46-55,Male,71.1,Mandate,Verified
INV004283,2024-08-05,118633,Lumpsum,238175,Telangana,Hyderabad,T30,26-35,Male,9.6,UPI,Verified
INV003524,2024-08-05,149324,Lumpsum,259527,Telangana,Hyderabad,T30,36-45,Male,12.5,Mandate,Verified
INV002558,2024-08-05,148567,Redemption,309828,Haryana,Faridabad,B30,26-35,Female,9.1,Mandate,Verified
INV001853,2024-08-05,120841,Lumpsum,110554,Delhi,Noida,T30,18-25,Male,6.1,Net Banking,Verified
INV001326,2024-08-05,119092,Lumpsum,165854,Rajasthan,Udaipur,B30,46-55,Male,54.9,Cheque,Verified
INV004875,2024-08-05,119094,Lumpsum,71868,West Bengal,Kolkata,T30,26-35,Male,25.0,Cheque,Verified
INV002861,2024-08-05,102887,Redemption,62028,Punjab,Amritsar,B30,56+,Female,79.7,Net Banking,Verified
INV004504,2024-08-05,119598,Lumpsum,382791,Telangana,Hyderabad,T30,46-55,Male,46.3,Cheque,Verified
INV000125,2024-08-05,102886,Lumpsum,347257,Tamil Nadu,Coimbatore,B30,36-45,Male,35.6,UPI,Verified
INV003400,2024-08-05,101207,Lumpsum,29999,Tamil Nadu,Coimbatore,B30,36-45,Female,15.0,Net Banking,Verified
INV003042,2024-08-05,119598,Redemption,75409,Tamil Nadu,Coimbatore,B30,46-55,Male,23.5,Net Banking,Verified
INV004978,2024-08-05,125497,Lumpsum,76286,Uttar Pradesh,Lucknow,T30,46-55,Male,34.3,Mandate,Verified
INV001067,2024-08-05,119599,Lumpsum,219883,Haryana,Gurugram,T30,26-35,Male,16.6,UPI,Verified
INV003912,2024-08-05,120844,Redemption,416720,West Bengal,Kolkata,T30,26-35,Male,8.5,UPI,Verified
INV001064,2024-08-05,119551,Lumpsum,384228,West Bengal,Kolkata,T30,46-55,Male,67.9,UPI,Verified
INV002018,2024-08-05,120505,Lumpsum,215544,Uttar Pradesh,Agra,B30,26-35,Female,18.0,Mandate,Verified
INV002374,2024-08-05,120507,Lumpsum,83494,Uttar Pradesh,Kanpur,B30,26-35,Female,8.6,UPI,Verified
INV002850,2024-08-05,119120,Lumpsum,339948,Uttar Pradesh,Lucknow,T30,46-55,Male,76.5,Cheque,Verified
INV004058,2024-08-05,119599,Lumpsum,58563,Tamil Nadu,Chennai,T30,26-35,Male,22.5,Mandate,Verified
INV002364,2024-08-05,148569,Redemption,259729,Rajasthan,Jaipur,T30,46-55,Male,51.3,UPI,Pending
INV004024,2024-08-05,120844,Redemption,253606,Telangana,Hyderabad,T30,36-45,Male,23.1,Cheque,Verified
INV001079,2024-08-05,102886,Redemption,207826,West Bengal,Kolkata,T30,26-35,Male,10.1,Cheque,Verified
INV003390,2024-08-06,101208,Lumpsum,300813,Haryana,Faridabad,B30,26-35,Male,9.6,Mandate,Verified
INV001469,2024-08-06,102886,Lumpsum,188474,Karnataka,Bangalore,T30,56+,Male,74.7,Mandate,Verified
INV001927,2024-08-06,102887,Lumpsum,215910,Rajasthan,Jaipur,T30,56+,Male,58.7,Mandate,Verified
INV002035,2024-08-06,101208,Lumpsum,264714,Tamil Nadu,Chennai,T30,36-45,Male,12.2,Net Banking,Verified
INV002211,2024-08-06,118632,Redemption,61796,Gujarat,Surat,T30,26-35,Male,11.3,Net Banking,Verified
INV003054,2024-08-06,118633,Lumpsum,451076,Telangana,Hyderabad,T30,56+,Female,77.1,Net Banking,Verified
INV003938,2024-08-06,120504,Redemption,355298,Delhi,Gurugram,T30,36-45,Female,15.3,UPI,Verified
INV000529,2024-08-06,100033,Lumpsum,190963,Maharashtra,Mumbai,T30,18-25,Male,4.7,Mandate,Verified
INV003557,2024-08-06,120843,Lumpsum,314721,Karnataka,Bangalore,T30,46-55,Female,81.8,Cheque,Verified
INV002274,2024-08-06,118633,Lumpsum,321177,Tamil Nadu,Coimbatore,B30,18-25,Female,6.9,UPI,Pending
INV004793,2024-08-06,119599,Lumpsum,344368,Madhya Pradesh,Indore,T30,36-45,Female,26.3,Cheque,Verified
INV000333,2024-08-06,100025,Lumpsum,275096,Maharashtra,Nashik,B30,26-35,Male,14.8,Cheque,Verified
INV004648,2024-08-06,119092,Lumpsum,303922,Maharashtra,Pune,T30,36-45,Male,54.3,Net Banking,Verified
INV002424,2024-08-06,119093,Redemption,123181,Telangana,Hyderabad,T30,56+,Female,51.2,Net Banking,Verified
INV003626,2024-08-06,148569,Lumpsum,97930,Madhya Pradesh,Indore,T30,26-35,Male,23.5,Net Banking,Verified
INV002468,2024-08-06,148567,Lumpsum,438353,West Bengal,Kolkata,T30,46-55,Male,48.8,Cheque,Pending
INV000580,2024-08-06,100033,Redemption,587757,Uttar Pradesh,Agra,B30,56+,Male,31.8,Cheque,Pending
INV004858,2024-08-06,118633,Lumpsum,530525,Uttar Pradesh,Kanpur,B30,36-45,Male,56.4,UPI,Verified
INV002035,2024-08-06,120506,Lumpsum,151938,Tamil Nadu,Chennai,T30,36-45,Male,12.2,UPI,Pending
INV001901,2024-08-06,120503,Redemption,253740,Delhi,New Delhi,T30,18-25,Female,3.4,UPI,Verified
INV001746,2024-08-06,120843,Redemption,156760,Rajasthan,Udaipur,B30,26-35,Male,11.2,Cheque,Verified
INV000919,2024-08-06,101208,Lumpsum,277131,Telangana,Hyderabad,T30,46-55,Male,49.7,UPI,Verified
INV001058,2024-08-06,148568,Redemption,30534,Uttar Pradesh,Kanpur,B30,36-45,Male,28.2,Mandate,Verified
INV001889,2024-08-06,118632,Lumpsum,86387,Gujarat,Surat,T30,26-35,Male,18.3,Net Banking,Verified
INV003375,2024-08-06,118635,Lumpsum,152818,Telangana,Hyderabad,T30,56+,Female,62.2,Cheque,Verified
INV001331,2024-08-07,149322,Lumpsum,147659,Gujarat,Ahmedabad,T30,26-35,Male,17.5,Net Banking,Verified
INV003045,2024-08-07,118636,Redemption,266151,Telangana,Hyderabad,T30,26-35,Male,12.2,Net Banking,Verified
INV003957,2024-08-07,120844,Redemption,497362,Delhi,Noida,T30,36-45,Male,30.9,Mandate,Verified
INV001326,2024-08-07,148569,Lumpsum,46851,Rajasthan,Udaipur,B30,46-55,Male,54.9,Cheque,Verified
INV002144,2024-08-07,125497,Redemption,270357,Maharashtra,Pune,T30,18-25,Male,3.2,UPI,Verified
INV004271,2024-08-07,119551,Lumpsum,439338,Maharashtra,Mumbai,T30,18-25,Male,3.2,UPI,Verified
INV003322,2024-08-07,119093,Lumpsum,397670,Rajasthan,Jaipur,T30,26-35,Male,22.7,Mandate,Verified
INV001981,2024-08-07,125498,Lumpsum,114914,Gujarat,Ahmedabad,T30,26-35,Male,19.4,Net Banking,Verified
INV004922,2024-08-07,119598,Lumpsum,59214,Haryana,Gurugram,T30,56+,Male,28.2,Mandate,Verified
INV002157,2024-08-07,100033,Redemption,406837,Punjab,Chandigarh,T30,26-35,Male,16.9,UPI,Verified
INV004316,2024-08-07,120507,Redemption,179017,Karnataka,Bangalore,T30,46-55,Male,79.5,UPI,Verified
INV001772,2024-08-07,120506,Lumpsum,572418,Telangana,Hyderabad,T30,36-45,Male,31.2,Mandate,Verified
INV003121,2024-08-07,149322,Lumpsum,21283,Telangana,Hyderabad,T30,36-45,Male,13.7,Cheque,Pending
INV000978,2024-08-07,119599,Redemption,492854,West Bengal,Kolkata,T30,26-35,Male,18.6,Cheque,Verified
INV004050,2024-08-07,149322,Lumpsum,31141,West Bengal,Kolkata,T30,26-35,Male,15.5,Net Banking,Verified
INV002467,2024-08-07,119599,Lumpsum,137893,Punjab,Chandigarh,T30,36-45,Male,12.3,Net Banking,Verified
INV001189,2024-08-07,102886,Redemption,140096,Maharashtra,Nashik,B30,56+,Male,70.1,Cheque,Verified
INV000388,2024-08-07,118633,Lumpsum,390292,Maharashtra,Nashik,B30,36-45,Male,33.6,Net Banking,Verified
INV002940,2024-08-07,102887,Lumpsum,403139,Haryana,Faridabad,B30,26-35,Male,18.3,Net Banking,Verified
INV004952,2024-08-07,120843,Redemption,379477,Uttar Pradesh,Kanpur,B30,26-35,Male,15.9,Mandate,Verified
